Ticker,Quantidade,Setor,Data de atualização,Valor Atual,PAYOUT,LPA,VPA,P/L,P/VP,P/SR,ROE,ROA,EBITDA,Margem bruta,Margem líquida,Margem EBITDA,Margem operacional,P/CF,Liquidez corrente,Liquidez imediata,Liquidez seca,Giro do ativo,Endividamento geral,Ativo por ação,Dívida bruta,Dívida líquida,Capital de giro,Receita líquida por ação,EBIT por ação,Margem EBIT
SLED3,,,2025-04-25 19:13:27,,0,7.15,39.57,0.45,0.08,,18.07,1.07,67.0,47.85,92.72,91.26,63.56,,0.12,0.0,0.05,1.15,116.88,6.68,35.0,35.0,156.0,7.71,5.7,73.94
SMLS3T,,,2025-04-25 19:13:44,,0,,,,,,,,,,,,,,,,,,,,,,,,,
SOND5,,,2025-04-25 19:13:57,43.0,83.09%,5.95,26.82,7.22,1.6,,22.61,0.13,25.0,27.71,7.53,13.04,13.3,,2.0,0.39,2.0,1.71,76.12,47.22,,,33.0,80.53,8.45,10.49
SOND6,,,2025-04-25 19:14:09,43.0099983215332,83.09%,5.95,26.82,7.22,1.6,,22.61,0.13,25.0,27.71,7.53,13.04,13.3,,2.0,0.39,2.0,1.71,76.12,47.22,,,33.0,80.53,8.45,10.49
SPRI3,,,2025-04-25 19:14:24,,0,,,,,,,,,,,,,,,,,,,,,,,,,
TCNO4,,,2025-04-25 19:14:44,,0,,,,,,123.36,0.0,,,,,,,0.28,0.0,0.26,0.0,,,33.0,33.0,101.0,,,
TELB3,,,2025-04-25 19:14:55,13.9399995803833,0.00%,0.77,17.16,18.09,0.81,,4.49,0.02,288.0,52.16,16.07,69.64,16.07,,5.65,1.35,5.65,0.1,175.98,47.35,55.0,1.193,1.461,4.8,0.21,4.46
TOYB4,,,2025-04-25 19:15:09,,0,,,,,,,,,,,,,,,,,,,,,,,,,
TRPL3,,,2025-04-25 19:15:22,,0,,,,,,,,,,,,,,,,,,,,,,,,,
UNIP5,,,2025-04-25 19:15:33,55.0,53.46%,4.91,24.66,11.2,2.23,,19.8,0.08,946.0,27.11,10.26,17.43,14.43,,2.88,0.83,2.48,0.76,152.74,62.84,2.317,733.0,1.914,47.99,5.52,11.51
USIM6,,,2025-04-25 19:15:43,,39.87%,0.12,19.06,72.21,0.44,,0.01,0.0,1.725,6.42,0.01,6.67,0.37,,3.64,1.09,2.09,0.65,49.42,31.82,6.768,814.0,12.647,20.64,0.4,1.93
VULC3,,,2025-04-25 19:15:52,17.100000381469727,155.49%,2.07,7.66,8.27,2.23,,27.0,0.19,686.0,41.93,18.69,22.53,19.78,,3.18,0.46,2.21,1.02,41.84,10.86,336.0,29.0,1.458,11.06,2.11,19.04
VVAR3,,,2025-04-25 19:16:09,,0,,,,,,,,,,,,,,,,,,,,,,,,,
WHRL4,,,2025-04-25 19:16:17,4.449999809265137,80.30%,0.6,1.79,7.43,2.51,,33.79,0.09,1.216,17.09,7.04,9.41,7.64,,1.05,0.48,0.84,1.22,292.08,7.03,1.091,2.286,377.0,8.61,0.69,8.01
ALMI11,,,2025-04-25 19:16:33,608.0700073242188,--,,,,,,,,,,,,,,,,,,,,,,,,,
ANCR11B,,,2025-04-25 19:16:48,,0,,,,,,,,,,,,,,,,,,,,,,,,,
ATSA11B,,,2025-04-25 19:16:58,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BBFI11B,,,2025-04-25 19:17:12,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BCFF11,,,2025-04-25 19:17:22,,0,,,,,,,,,,,,,,,,,,,,,,,,,
BMLC11B,,,2025-04-25 19:17:39,,0,,,,,,,,,,,,,,,,,,,,,,,,,
CEOC11,,,2025-04-25 19:17:52,39.41999816894531,--,,,,,,,,,,,,,,,,,,,,,,,,,
CNES11,,,2025-04-25 19:18:03,1.0099999904632568,--,,,,,,,,,,,,,,,,,,,,,,,,,
MRSA6BF,,,2025-04-25 19:18:14,25.0,--,,,,,,,,,,,,,,,,,,,,,,,,,
CPTS11B,,,2025-04-25 19:18:24,,0,,,,,,,,,,,,,,,,,,,,,,,,,
CXCE11B,,,2025-04-25 19:18:41,,0,,,,,,,,,,,,,,,,,,,,,,,,,
DRIT11B,,,2025-04-25 19:18:53,,0,,,,,,,,,,,,,,,,,,,,,,,,,
EDFO11B,,,2025-04-25 19:19:09,,0,,,,,,,,,,,,,,,,,,,,,,,,,
EDGA11,,,2025-04-25 19:19:18,17.0,--,,,,,,,,,,,,,,,,,,,,,,,,,
ENMA3B,,,2025-04-25 19:19:31,,0,,,,,,,,,,,,,,,,,,,,,,,,,
FAED11,,,2025-04-25 19:19:41,135.89999389648438,--,,,,,,,,,,,,,,,,,,,,,,,,,
FAMB11B,,,2025-04-25 19:19:56,,0,,,,,,,,,,,,,,,,,,,,,,,,,
FCFL11,,,2025-04-25 19:20:05,115.0,--,,,,,,,,,,,,,,,,,,,,,,,,,
FEXC11,,,2025-04-25 19:20:30,,0,,,,,,,,,,,,,,,,,,,,,,,,,
FIIP11B,,,2025-04-25 19:20:45,,0,,,,,,,,,,,,,,,,,,,,,,,,,
FLRP11,,,2025-04-25 19:20:57,1980.0,--,,,,,,,,,,,,,,,,,,,,,,,,,
FVBI11,,,2025-04-25 19:21:14,,0,,,,,,,,,,,,,,,,,,,,,,,,,
HCRI11,,,2025-04-25 19:21:26,253.3699951171875,--,,,,,,,,,,,,,,,,,,,,,,,,,
HTMX11,,,2025-04-25 19:21:35,141.0,--,,,,,,,,,,,,,,,,,,,,,,,,,
JRDM11,,,2025-04-25 19:21:49,,0,,,,,,,,,,,,,,,,,,,,,,,,,
MAXR11,,,2025-04-25 19:21:59,65.5199966430664,--,,,,,,,,,,,,,,,,,,,,,,,,,
NSLU11,,,2025-04-25 19:22:09,155.97000122070312,--,,,,,,,,,,,,,,,,,,,,,,,,,
TRNT11,,,2025-04-25 19:22:18,93.0,--,,,,,,,,,,,,,,,,,,,,,,,,,
WPLZ11B,,,2025-04-25 19:22:28,,0,,,,,,,,,,,,,,,,,,,,,,,,,
ARNC34,,,2025-04-25 19:22:40,772.1599731445312,6.44%,,,,,,,,,,,,,,,,,,,,,,,,,
ABBV34,,,2025-04-25 19:22:52,66.05999755859375,180.58%,,,,,,,,,,,,,,,,,,,,,,,,,
BBYY34,,,2025-04-25 19:23:03,368.8500061035156,62.13%,,,,,,,,,,,,,,,,,,,,,,,,,
BCRI11,,,2025-04-25 19:23:13,67.9000015258789,--,,,,,,,,,,,,,,,,,,,,,,,,,
BIIB34,,,2025-04-25 19:23:26,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
BLAK34,,,2025-04-25 19:23:38,77.38999938964844,34.99%,,,,,,,,,,,,,,,,,,,,,,,,,
CHKE34,,,2025-04-25 19:23:53,,0,,,,,,,,,,,,,,,,,,,,,,,,,
COWC34,,,2025-04-25 19:24:04,139.44000244140625,18.75%,,,,,,,,,,,,,,,,,,,,,,,,,
CTSH34,,,2025-04-25 19:24:17,,18.70%,,,,,,,,,,,,,,,,,,,,,,,,,
CVSH34,,,2025-04-25 19:24:29,37.25,51.19%,,,,,,,,,,,,,,,,,,,,,,,,,
CXRI11,,,2025-04-25 19:24:39,63.779998779296875,--,,,,,,,,,,,,,,,,,,,,,,,,,
DEAI34,,,2025-04-25 19:24:54,,6.77%,,,,,,,,,,,,,,,,,,,,,,,,,
FSLR34,,,2025-04-25 19:25:07,395.010009765625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
GILD34,,,2025-04-25 19:25:21,291.5799865722656,570.70%,,,,,,,,,,,,,,,,,,,,,,,,,
GOGL34,,,2025-04-25 19:25:32,76.80000305175781,5.29%,,,,,,,,,,,,,,,,,,,,,,,,,
GOGL35,,,2025-04-25 19:25:44,77.80999755859375,5.29%,,,,,,,,,,,,,,,,,,,,,,,,,
GPSI34,,,2025-04-25 19:25:54,117.0999984741211,18.93%,,,,,,,,,,,,,,,,,,,,,,,,,
JCPC34,,,2025-04-25 19:26:11,,0,,,,,,,,,,,,,,,,,,,,,,,,,
MACY34,,,2025-04-25 19:26:25,63.20000076293945,23.67%,,,,,,,,,,,,,,,,,,,,,,,,,
MDTC34,,,2025-04-25 19:26:36,,64.55%,,,,,,,,,,,,,,,,,,,,,,,,,
RIGG34,,,2025-04-25 19:26:49,12.970000267028809,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
ROST34,,,2025-04-25 19:27:03,398.6400146484375,16.40%,,,,,,,,,,,,,,,,,,,,,,,,,
SANC34,,,2025-04-25 19:27:12,,0,,,,,,,,,,,,,,,,,,,,,,,,,
SCHW34,,,2025-04-25 19:27:24,56.97999954223633,21.43%,,,,,,,,,,,,,,,,,,,,,,,,,
SPRN34,,,2025-04-25 19:27:41,,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSFO34,,,2025-04-25 19:27:53,69.37000274658203,17.79%,,,,,,,,,,,,,,,,,,,,,,,,,
TMOS34,,,2025-04-25 19:28:04,50.279998779296875,6.61%,,,,,,,,,,,,,,,,,,,,,,,,,
TRVC34,,,2025-04-25 19:28:14,45.849998474121094,16.23%,,,,,,,,,,,,,,,,,,,,,,,,,
USSX34,,,2025-04-25 19:28:29,238.4600067138672,8.98%,,,,,,,,,,,,,,,,,,,,,,,,,
VLOE34,,,2025-04-25 19:28:41,,105.88%,,,,,,,,,,,,,,,,,,,,,,,,,
WSON33,,,2025-04-25 19:28:57,,0,,,,,,,,,,,,,,,,,,,,,,,,,
AALR3,,,2025-04-25 19:29:08,6.320000171661377,0.00%,0.81,7.19,7.95,0.89,,9.78,0.04,215.0,29.22,9.14,17.69,7.84,,1.04,0.17,1.02,0.42,154.15,18.96,721.0,606.0,28.0,7.99,0.74,9.29
AFLT3,,,2025-04-25 19:29:18,6.769999980926514,99.90%,0.54,4.01,12.51,1.68,,13.45,0.1,43.0,55.71,39.57,50.96,51.97,,3.91,0.41,3.91,0.25,35.52,5.43,30.0,23.0,52.0,1.36,0.69,50.73
BGIP3,,,2025-04-25 19:29:30,,22.77%,7.51,41.49,3.66,0.66,,18.11,0.01,,38.64,11.39,,16.06,,0.98,,,0.11,,600.59,,,149.0,65.98,,
BNFS11,,,2025-04-25 19:29:39,71.0,--,,,,,,,,,,,,,,,,,,,,,,,,,
CBOP11,,,2025-04-25 19:29:49,25.0,--,,,,,,,,,,,,,,,,,,,,,,,,,
CEBR3,,,2025-04-25 19:29:59,20.190000534057617,67.25%,2.42,14.78,8.23,1.35,,17.15,0.15,,55.1,64.37,,83.06,,7.28,6.14,7.02,0.24,12.89,20.6,,,724.0,4.86,3.07,63.1
CEDO3,,,2025-04-25 19:30:12,28.299999237060547,0.00%,11.05,30.9,2.56,0.92,,35.61,0.12,188.0,29.63,10.67,18.18,7.92,,1.24,0.02,0.62,1.1,203.95,94.41,380.0,364.0,73.0,103.68,16.52,15.94
ESUD11,,,2025-04-25 19:30:21,,--,,,,,,,,,,,,,,,,,,,,,,,,,
ESUT11,,,2025-04-25 19:30:33,,--,,,,,,,,,,,,,,,,,,,,,,,,,
FIIB11,,,2025-04-25 19:30:42,501.9200134277344,--,,,,,,,,,,,,,,,,,,,,,,,,,
FIVN11,,,2025-04-25 19:30:52,2.2200000286102295,--,,,,,,,,,,,,,,,,,,,,,,,,,
FMOF11,,,2025-04-25 19:30:59,,--,,,,,,,,,,,,,,,,,,,,,,,,,
FNOR11,,,2025-04-25 19:31:12,0.8700000047683716,--,,,,,,,,,,,,,,,,,,,,,,,,,
FSPE11,,,2025-04-25 19:31:20,,--,,,,,,,,,,,,,,,,,,,,,,,,,
FSTU11,,,2025-04-25 19:31:29,,--,,,,,,,,,,,,,,,,,,,,,,,,,
GPAR3,,,2025-04-25 19:31:46,,0.00%,0.47,9.83,53.19,2.54,,4.78,0.04,,53.61,119.78,,129.88,,25.29,0.01,25.29,0.04,7.79,10.6,13.0,195.0,249.0,0.39,0.2,50.85
GRLV11,,,2025-04-25 19:31:58,,0,,,,,,,,,,,,,,,,,,,,,,,,,
MAPT3,,,2025-04-25 19:32:10,,0.00%,0.17,6.97,18.44,0.46,,2.5,0.21,,,,,,,0.08,0.08,0.08,0.0,112.09,0.84,,,1.0,0.0,0.17,
MMXM11,,,2025-04-25 19:32:23,,0,,,,,,,,,,,,,,,,,,,,,,,,,
PABY11,,,2025-04-25 19:32:34,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
PATI4,,,2025-04-25 19:32:45,30.0,201.17%,3.54,32.14,8.48,0.93,,11.01,0.05,143.0,12.38,4.01,6.78,5.69,,2.28,0.05,1.72,1.3,110.29,67.58,482.0,22.0,675.0,88.15,5.37,6.09
PLRI11,,,2025-04-25 19:32:57,15.050000190734863,--,,,,,,,,,,,,,,,,,,,,,,,,,
PORD11,,,2025-04-25 19:33:08,8.279999732971191,--,,,,,,,,,,,,,,,,,,,,,,,,,
RBDS11,,,2025-04-25 19:33:19,2.200000047683716,--,,,,,,,,,,,,,,,,,,,,,,,,,
RPAD3,,,2025-04-25 19:33:32,4.199999809265137,0.00%,1.36,11.21,3.12,0.38,,12.17,0.12,131.0,,,,,,11.31,0.0,11.31,0.0,1.92,11.42,,,119.0,0.0,1.54,
SCPF11,,,2025-04-25 19:33:43,2.059999942779541,--,,,,,,,,,,,,,,,,,,,,,,,,,
VSPT3,,,2025-04-25 19:33:52,,0,1.66,9.38,,,,17.66,0.04,1.259,23.08,6.06,32.25,5.73,,0.7,0.32,0.59,0.6,381.92,45.21,600.0,83.0,497.0,27.35,3.6,13.16
XPOM11,,,2025-04-25 19:34:09,,0,,,,,,,,,,,,,,,,,,,,,,,,,
POMO10,,,2025-04-25 19:34:25,,0,,,,,,,,,,,,,,,,,,,,,,,,,
AIGB34,,,2025-04-25 19:34:38,468.0,26.75%,,,,,,,,,,,,,,,,,,,,,,,,,
DUKB34,,,2025-04-25 19:34:52,,51.26%,,,,,,,,,,,,,,,,,,,,,,,,,
MOVI3,,,2025-04-25 19:35:03,7.179999828338623,32.00%,0.64,6.88,10.88,1.01,,9.29,0.01,4.7,29.79,1.72,34.87,2.3,,0.75,0.07,0.75,0.44,,84.39,20.491,16.2,2.302,37.21,7.23,19.43
PARD3,,,2025-04-25 19:35:19,,0,,,,,,14.46,0.06,438.0,26.45,7.0,20.8,9.34,,0.9,0.35,0.86,0.82,152.97,,541.0,183.0,100.0,,,13.31
BPAC11,,,2025-04-25 19:35:30,36.599998474121094,--,0.93,5.72,38.66,6.31,,16.82,0.02,,38.87,31.97,,37.0,,0.98,,,0.05,,56.42,,,7.794,3.01,,
PPLA11,,,2025-04-25 19:35:40,1.1699999570846558,--,,,,,,,,,,,,,,,,,,,,,,,,,
AALL34,,,2025-04-25 19:35:52,55.4900016784668,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
GMCO34,,,2025-04-25 19:36:07,65.30999755859375,5.32%,,,,,,,,,,,,,,,,,,,,,,,,,
LBRN34,,,2025-04-25 19:36:22,,0,,,,,,,,,,,,,,,,,,,,,,,,,
TWTR34,,,2025-04-25 19:36:38,,0,,,,,,,,,,,,,,,,,,,,,,,,,
UPAC34,,,2025-04-25 19:36:50,301.5,33.95%,,,,,,,,,,,,,,,,,,,,,,,,,
RNEW3,,,2025-04-25 19:37:01,0.8600000143051147,0.00%,0.47,3.27,1.83,0.26,,14.35,0.04,122.0,11.91,45.16,47.1,48.94,,0.79,0.4,0.79,0.08,275.19,12.27,1.144,994.0,75.0,1.04,0.07,6.49
RNEW4,,,2025-04-25 19:37:12,0.8299999833106995,0.00%,0.47,3.27,1.77,0.25,,14.35,0.04,122.0,11.91,45.16,47.1,48.94,,0.79,0.4,0.79,0.08,275.19,12.27,1.144,994.0,75.0,1.04,0.07,6.49
AZUL4,,,2025-04-25 19:37:25,1.9500000476837158,0.00%,7.24,24.06,0.33,0.1,,30.07,0.35,5.954,26.71,46.87,30.5,47.07,,0.27,0.06,0.22,0.74,186.33,20.78,36.484,35.202,15.685,15.44,2.68,17.36
KNIP11,,,2025-04-25 19:37:36,90.95999908447266,--,,,,,,,,,,,,,,,,,,,,,,,,,
TEND3,,,2025-04-25 19:37:49,16.200000762939453,20.65%,0.87,7.72,19.65,2.21,,10.53,0.02,363.0,27.14,3.07,11.07,3.78,,1.64,0.05,1.0,0.61,459.3,43.64,1.213,363.0,1.247,26.79,2.41,8.99
TSLA34,,,2025-04-25 19:37:59,50.400001525878906,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
CRFB3,,,2025-04-25 19:38:09,8.640000343322754,11.43%,0.83,9.87,10.42,0.88,,8.58,0.02,6.105,18.31,1.68,5.28,1.3,,1.0,0.3,0.75,1.15,343.04,47.5,24.965,9.757,61.0,54.83,2.03,3.69
GBIO33,,,2025-04-25 19:38:28,,0,,,,,,,,,,,,,,,,,,,,,,,,,
OMGE3,,,2025-04-25 19:38:48,,0,,,,,,13.33,0.05,1.939,32.09,18.17,51.5,23.92,,2.03,0.87,2.03,0.28,159.95,,6.44,5.208,1.451,,,37.97
IRBR3,,,2025-04-25 19:38:58,48.08000183105469,0.00%,9.85,60.19,4.8,0.78,,16.36,0.05,886.0,,,,,,1.05,0.0,,,233.87,200.96,,,224.0,,9.66,
GGRC11,,,2025-04-25 19:39:07,9.869999885559082,--,,,,,,,,,,,,,,,,,,,,,,,,,
GEPA3,,,2025-04-25 19:39:20,33.0,210.40%,0.0,0.0,7.23,1.95,,27.05,0.12,0.0,37.69,35.81,70.08,44.23,,0.53,0.4,0.53,0.34,122.5,0.0,768.0,308.0,545.0,0.0,0.0,47.9
SAPR3,,,2025-04-25 19:39:30,5.960000038146973,29.95%,1.02,7.17,5.73,0.82,,14.27,0.08,2.936,57.79,22.57,42.88,30.4,,1.78,0.97,1.74,0.33,89.39,13.57,6.631,4.83,1.445,4.53,1.57,34.7
CAML3,,,2025-04-25 19:39:41,4.269999980926514,29.67%,0.99,10.15,4.36,0.43,,9.8,0.03,,20.35,2.91,,2.5,,2.04,0.52,1.21,1.0,234.75,33.98,6.197,4.366,3.623,34.14,2.01,5.88
VISC11,,,2025-04-25 19:39:50,104.80000305175781,40.85%,,,,,,,,,,,,,,,,,,,,,,,,,
SUZB3,,,2025-04-25 19:40:03,51.279998779296875,36.03%,5.6,25.54,9.34,2.05,,21.73,0.04,24.915,42.19,14.86,52.56,27.66,,1.72,0.37,1.4,0.29,411.9,131.27,101.435,79.445,17.705,37.5,12.41,33.1
SAPR11,,,2025-04-25 19:40:13,29.729999542236328,--,1.02,7.17,28.55,4.07,,14.27,0.08,2.936,57.79,22.57,42.88,30.4,,1.78,0.97,1.74,0.33,89.39,13.57,6.631,4.83,1.445,4.53,1.57,34.7
BRDT3,,,2025-04-25 19:40:30,,0,,,,,,,,,,,,,,,,,,,,,,,,,
NEOE3,,,2025-04-25 19:40:41,22.1299991607666,22.54%,2.99,26.89,7.36,0.82,,11.24,0.03,12.573,26.73,7.52,25.66,9.61,,1.22,0.38,1.22,0.45,234.51,90.25,52.6,44.774,4.425,40.36,7.99,19.8
BKBR3,,,2025-04-25 19:40:59,,0,,,,,,,,,,,,,,,,,,,,,,,,,
FMXB34,,,2025-04-25 19:41:11,,47.09%,,,,,,,,,,,,,,,,,,,,,,,,,
CLGN34,,,2025-04-25 19:41:24,,0,,,,,,,,,,,,,,,,,,,,,,,,,
HONB34,,,2025-04-25 19:41:34,,35.07%,,,,,,,,,,,,,,,,,,,,,,,,,
ALZR11,,,2025-04-25 19:41:46,98.19999694824219,--,,,,,,,,,,,,,,,,,,,,,,,,,
GFSA1,,,2025-04-25 19:42:02,,0,,,,,,,,,,,,,,,,,,,,,,,,,
DDNB34,,,2025-04-25 19:42:16,374.0400085449219,60.61%,,,,,,,,,,,,,,,,,,,,,,,,,
UBSG34,,,2025-04-25 19:42:30,173.25,72.77%,,,,,,,,,,,,,,,,,,,,,,,,,
TXRX4,,,2025-04-25 19:42:40,1.7999999523162842,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
OUJP11,,,2025-04-25 19:42:50,78.56999969482422,--,,,,,,,,,,,,,,,,,,,,,,,,,
BCIA11,,,2025-04-25 19:42:59,86.1500015258789,--,,,,,,,,,,,,,,,,,,,,,,,,,
BOXP34,,,2025-04-25 19:43:12,37.599998474121094,"3,095.51%",,,,,,,,,,,,,,,,,,,,,,,,,
GPRO34,,,2025-04-25 19:43:23,3.5399999618530273,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
MSPA3,,,2025-04-25 19:43:42,,61.70%,0.52,132.18,90.89,0.36,,0.39,0.0,50.0,35.81,2.03,31.05,11.19,,1.28,0.48,1.03,0.11,68.2,222.32,176.0,130.0,27.0,25.47,5.41,21.23
HFOF11,,,2025-04-25 19:43:57,57.400001525878906,424.71%,,,,,,,,,,,,,,,,,,,,,,,,,
RBRF11,,,2025-04-25 19:44:08,6.96999979019165,280.00%,,,,,,,,,,,,,,,,,,,,,,,,,
HAPV3,,,2025-04-25 19:44:20,2.4100000858306885,0.00%,0.09,6.46,28.33,0.38,,1.33,0.01,2.194,11.42,2.25,7.59,1.62,,2.11,0.11,2.04,0.39,50.99,9.75,12.754,3.98,5.82,3.84,0.1,2.56
GNDI3,,,2025-04-25 19:44:39,,0,,,,,,0.16,0.0,776.0,18.55,0.09,6.4,1.19,,1.17,0.16,1.11,0.69,145.41,,3.779,1.946,521.0,,,3.28
BIDI4,,,2025-04-25 19:44:54,,0,,,,,,0.51,0.0,,71.16,1.85,,8.59,,,,,0.05,,,,,,,,
JPSA3,,,2025-04-25 19:45:07,,0,,,,,,,,,,,,,,,,,,,,,,,,,
GPIV33,,,2025-04-25 19:45:20,3.9200000762939453,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
IRDM11,,,2025-04-25 19:45:28,67.87000274658203,237.27%,,,,,,,,,,,,,,,,,,,,,,,,,
FOFT11,,,2025-04-25 19:45:39,,0,,,,,,,,,,,,,,,,,,,,,,,,,
THRA11,,,2025-04-25 19:45:51,,0,,,,,,,,,,,,,,,,,,,,,,,,,
TAEE4,,,2025-04-25 19:46:04,11.9399995803833,48.80%,1.64,6.71,7.35,1.79,,24.41,0.08,2.888,66.49,45.56,77.68,50.09,,1.23,0.3,1.23,0.18,194.42,19.77,9.799,9.048,559.0,3.6,2.77,77.01
BIDI4T,,,2025-04-25 19:46:18,,0,,,,,,,,,,,,,,,,,,,,,,,,,
XPLG11,,,2025-04-25 19:46:27,102.94999694824219,81.38%,,,,,,,,,,,,,,,,,,,,,,,,,
RBRR11,,,2025-04-25 19:46:35,85.0,--,,,,,,,,,,,,,,,,,,,,,,,,,
WPLZ11,,,2025-04-25 19:46:45,50.599998474121094,--,,,,,,,,,,,,,,,,,,,,,,,,,
MGFF11,,,2025-04-25 19:46:58,,0,,,,,,,,,,,,,,,,,,,,,,,,,
TGAR11,,,2025-04-25 19:47:09,90.12999725341797,--,,,,,,,,,,,,,,,,,,,,,,,,,
HGRU11,,,2025-04-25 19:47:22,123.48999786376953,63.12%,,,,,,,,,,,,,,,,,,,,,,,,,
ALUP3,,,2025-04-25 19:47:33,10.34000015258789,40.65%,1.1,8.33,9.26,1.22,,15.86,0.06,3.07,72.64,46.47,76.73,48.51,,2.04,0.26,2.04,0.13,161.77,31.03,12.729,9.185,3.19,4.05,2.93,72.28
ALUP4,,,2025-04-25 19:47:44,9.989999771118164,40.65%,1.1,8.33,8.91,1.17,,15.86,0.06,3.07,72.64,46.47,76.73,48.51,,2.04,0.26,2.04,0.13,161.77,31.03,12.729,9.185,3.19,4.05,2.93,72.28
LOGG3,,,2025-04-25 19:47:56,20.010000228881836,67.03%,3.91,40.82,5.14,0.49,,9.55,0.05,493.0,97.57,156.72,224.63,180.59,,1.45,0.27,1.22,0.03,87.89,77.1,2.066,1.839,380.0,2.5,5.55,222.05
KNHY11,,,2025-04-25 19:48:06,101.38999938964844,94.27%,,,,,,,,,,,,,,,,,,,,,,,,,
OUCY11,,,2025-04-25 19:48:20,,0,,,,,,,,,,,,,,,,,,,,,,,,,
FVPQ11,,,2025-04-25 19:48:28,53.540000915527344,--,,,,,,,,,,,,,,,,,,,,,,,,,
TASA13,,,2025-04-25 19:48:45,,0,,,,,,,,,,,,,,,,,,,,,,,,,
TASA15,,,2025-04-25 19:49:02,,0,,,,,,,,,,,,,,,,,,,,,,,,,
TASA17,,,2025-04-25 19:49:18,,0,,,,,,,,,,,,,,,,,,,,,,,,,
CARE11,,,2025-04-25 19:49:30,1.3200000524520874,--,,,,,,,,,,,,,,,,,,,,,,,,,
TAEE3,,,2025-04-25 19:49:39,12.0,48.80%,1.64,6.71,7.29,1.78,,24.41,0.08,2.888,66.49,45.56,77.68,50.09,,1.23,0.3,1.23,0.18,194.42,19.77,9.799,9.048,559.0,3.6,2.77,77.01
XPIN11,,,2025-04-25 19:49:49,68.8499984741211,--,,,,,,,,,,,,,,,,,,,,,,,,,
VSHO11,,,2025-04-25 19:49:58,70.19000244140625,78.29%,,,,,,,,,,,,,,,,,,,,,,,,,
DMMO11,,,2025-04-25 19:50:18,,0,,,,,,,,,,,,,,,,,,,,,,,,,
AZEV3,,,2025-04-25 19:50:26,0.699999988079071,0.00%,0.45,0.23,1.47,2.87,,195.4,0.39,225.0,1.68,175.53,147.91,228.75,,0.4,0.01,0.35,0.22,404.64,1.16,109.0,106.0,188.0,0.26,0.45,174.05
AHEB3,,,2025-04-25 19:50:36,,0.00%,17.58,28.61,2.56,1.57,,61.47,0.27,,24.75,20.68,,19.58,,4.61,1.19,4.61,1.31,127.66,65.13,4.0,87.0,275.0,85.02,17.06,20.06
BALM3,,,2025-04-25 19:50:49,14.039999961853027,24.00%,3.23,18.16,5.1,0.91,,16.76,0.1,,61.63,15.05,,20.3,,2.83,0.23,1.99,0.68,64.24,29.25,16.0,61.0,136.0,19.84,3.67,18.51
BPAC3,,,2025-04-25 19:51:00,19.950000762939453,17.55%,0.93,5.72,21.05,3.43,,16.82,0.02,,38.87,31.97,,37.0,,0.98,,,0.05,,56.42,,,7.794,3.01,,
EALT3,,,2025-04-25 19:51:12,14.0,6.65%,2.96,13.14,4.73,1.07,,22.51,0.11,125.0,29.66,11.79,22.17,14.44,,1.16,0.06,0.71,0.91,109.32,27.5,120.0,108.0,35.0,25.08,4.49,17.91
ECPR3,,,2025-04-25 19:51:23,,0,,,,,,12.28,0.06,11.0,,,,,,2.97,1.53,2.97,0.0,95.32,,0.0,1.0,0.0,,,
HAGA3,,,2025-04-25 19:51:36,2.0399999618530273,0.00%,0.22,4.31,9.65,0.48,,5.0,0.04,,24.9,8.68,,10.14,,2.43,0.0,2.24,0.45,227.39,5.49,,,34.0,2.48,0.07,2.66
ITEC3,,,2025-04-25 19:51:55,,0,,,,,,,,,,,,,,,,,,,,,,,,,
LIPR3,,,2025-04-25 19:52:06,,17.69%,2.21,19.28,18.69,2.15,,11.48,0.1,22.0,,,,,,4.32,0.01,4.32,0.0,10.06,21.23,,,63.0,0.0,1.92,
PATI3,,,2025-04-25 19:52:17,,142.91%,3.54,32.14,8.06,0.89,,11.01,0.05,143.0,12.38,4.01,6.78,5.69,,2.28,0.05,1.72,1.3,110.29,67.58,482.0,22.0,675.0,88.15,5.37,6.09
PEAB3,,,2025-04-25 19:52:28,41.0,57.19%,2.17,47.4,18.8,0.86,,4.58,0.03,43.0,65.09,46.82,49.21,49.58,,5.21,0.08,5.21,0.07,38.27,65.54,113.0,60.0,187.0,4.64,1.65,35.65
SULA3,,,2025-04-25 19:52:44,,0,,,,,,2.17,0.01,895.0,4.25,0.83,4.08,0.37,,2.29,0.08,2.29,0.73,261.17,,3.058,14.273,11.137,,,3.34
BPAC5,,,2025-04-25 19:52:53,8.25,17.55%,0.93,5.72,8.74,1.43,,16.82,0.02,,38.87,31.97,,37.0,,0.98,,,0.05,,56.42,,,7.794,3.01,,
